Province,Cases,Deaths,Recoveries,Active Cases,Tests,Date
#adm1+name,#affected+infected+cases,#affected+infected+deaths,#affected+infected+recoveries,#affected+infected+active,,#date
Kandahar,"2,887",64,"2,570",,,2021-04-21
Kapisa,619,24,583,,,2021-04-21
Khost,674,77,589,,,2021-04-21
Kunar,755,46,669,,,2021-04-21
Kunduz,"1,014",55,870,,,2021-04-21
Laghman,878,16,777,,,2021-04-21
Logar,733,35,663,,,2021-04-21
Nangarhar,"3,326",180,"2,582",,,2021-04-21
Nimroz,711,26,645,,,2021-04-21
Nooristan,168,2,134,,,2021-04-21
Paktika,322,15,294,,,2021-04-21
Paktya,"1,508",50,"1,415",,,2021-04-21
Panjsher,412,19,325,,,2021-04-21
Parwan,867,31,772,,,2021-04-21
Samangan,351,18,314,,,2021-04-21
Sar-e-Pul,235,6,228,,,2021-04-21
Takhar,"2,110",72,"1,994",,,2021-04-21
Urozgan,182,6,142,,,2021-04-21
Wardak,563,29,500,,,2021-04-21
Zabul,369,21,308,,,2021-04-21
Badakhshan,648,24,565,,,2021-04-20
Badghis,843,16,810,,,2021-04-20
Baghlan,"1,110",37,"1,008",,,2021-04-20
Balkh,"3,419",180,"3,058",,,2021-04-20
Bamyan,990,18,907,,,2021-04-20
Dykundi,938,20,917,,,2021-04-20
Farah,613,45,545,,,2021-04-20
Faryab,463,30,374,,,2021-04-20
Ghazni,906,76,782,,,2021-04-20
Ghor,669,17,571,,,2021-04-20
Helmand,472,37,358,,,2021-04-20
Hirat,"9,338",439,"8,840",,,2021-04-20
Jawzjan,248,12,210,,,2021-04-20
Kabul,"17,501",795,"15,949",,,2021-04-20
Kandahar,"2,847",64,"2,565",,,2021-04-20
Kapisa,619,24,583,,,2021-04-20
Khost,672,77,589,,,2021-04-20
Kunar,755,46,669,,,2021-04-20
Kunduz,"1,007",55,870,,,2021-04-20
Laghman,863,16,772,,,2021-04-20
Logar,730,34,663,,,2021-04-20
Nangarhar,"3,301",179,"2,581",,,2021-04-20
Nimroz,711,26,645,,,2021-04-20
Nooristan,168,2,133,,,2021-04-20
Paktika,322,15,294,,,2021-04-20
Paktya,"1,508",50,"1,415",,,2021-04-20
Panjsher,411,19,325,,,2021-04-20
Parwan,867,31,772,,,2021-04-20
Samangan,351,18,314,,,2021-04-20
Sar-e-Pul,235,6,228,,,2021-04-20
Takhar,"2,107",72,"1,992",,,2021-04-20
Urozgan,182,6,142,,,2021-04-20
Wardak,563,29,500,,,2021-04-20
Zabul,367,21,308,,,2021-04-20
Badakhshan,645,24,565,,,2021-04-19
Badghis,843,16,810,,,2021-04-19
Baghlan,"1,109",37,"1,007",,,2021-04-19
Balkh,"3,409",180,"3,058",,,2021-04-19
Bamyan,988,18,907,,,2021-04-19
Dykundi,938,20,917,,,2021-04-19
Farah,613,45,545,,,2021-04-19
Faryab,463,30,374,,,2021-04-19
Ghazni,902,76,782,,,2021-04-19
Ghor,669,17,568,,,2021-04-19
Helmand,467,37,358,,,2021-04-19
Hirat,"9,333",439,"8,838",,,2021-04-19
Jawzjan,248,12,210,,,2021-04-19
Kabul,"17,470",792,"15,949",,,2021-04-19
Kandahar,"2,841",64,"2,559",,,2021-04-19
Kapisa,619,24,583,,,2021-04-19
Khost,670,77,589,,,2021-04-19
Kunar,749,43,662,,,2021-04-19
Kunduz,"1,002",55,868,,,2021-04-19
Laghman,852,16,770,,,2021-04-19
Logar,726,34,663,,,2021-04-19
Nangarhar,"3,252",177,"2,580",,,2021-04-19
Nimroz,711,26,645,,,2021-04-19
Nooristan,168,2,131,,,2021-04-19
Paktika,322,15,294,,,2021-04-19
Paktya,"1,505",50,"1,415",,,2021-04-19
Panjsher,411,19,325,,,2021-04-19
Parwan,865,31,772,,,2021-04-19
Samangan,351,18,314,,,2021-04-19
Sar-e-Pul,235,6,228,,,2021-04-19
Takhar,"2,106",72,"1,992",,,2021-04-19
Urozgan,182,6,142,,,2021-04-19
Wardak,562,29,500,,,2021-04-19
Zabul,366,21,308,,,2021-04-19
Badakhshan,645,24,565,,,2021-04-16
Badghis,842,16,807,,,2021-04-16
Baghlan,"1,105",37,"1,005",,,2021-04-16
Balkh,"3,397",180,"3,041",,,2021-04-16
Bamyan,988,18,907,,,2021-04-16
Dykundi,937,20,917,,,2021-04-16
Farah,612,45,545,,,2021-04-16
Faryab,463,30,374,,,2021-04-16
Ghazni,900,76,778,,,2021-04-16
Ghor,669,17,564,,,2021-04-16
Helmand,467,37,358,,,2021-04-16
Hirat,"9,310",439,"8,795",,,2021-04-16
Jawzjan,248,12,210,,,2021-04-16
Kabul,"17,420",787,"15,949",,,2021-04-16
Kandahar,"2,778",64,"2,544",,,2021-04-16
Kapisa,615,24,583,,,2021-04-16
Khost,669,77,588,,,2021-04-16
Kunar,736,41,662,,,2021-04-16
Kunduz,990,55,863,,,2021-04-16
Laghman,824,16,729,,,2021-04-16
Logar,720,33,663,,,2021-04-16
Nangarhar,"3,113",172,"2,577",,,2021-04-16
Nimroz,711,26,645,,,2021-04-16
Nooristan,168,2,130,,,2021-04-16
Paktika,322,15,294,,,2021-04-16
Paktya,"1,496",49,"1,415",,,2021-04-16
Panjsher,411,19,325,,,2021-04-16
Parwan,865,31,772,,,2021-04-16
Samangan,350,18,313,,,2021-04-16
Sar-e-Pul,235,6,228,,,2021-04-16
Takhar,"2,101",72,"1,992",,,2021-04-16
Urozgan,178,6,140,,,2021-04-16
Wardak,559,29,500,,,2021-04-16
Zabul,366,21,308,,,2021-04-16
Badakhshan,642,24,565,,,2021-04-14
Badghis,842,16,807,,,2021-04-14
Baghlan,"1,103",37,"1,005",,,2021-04-14
Balkh,"3,397",180,"3,041",,,2021-04-14
Bamyan,987,18,907,,,2021-04-14
Dykundi,937,20,917,,,2021-04-14
Farah,612,45,545,,,2021-04-14
Faryab,463,30,374,,,2021-04-14
Ghazni,900,76,778,,,2021-04-14
Ghor,669,17,564,,,2021-04-14
Helmand,463,37,358,,,2021-04-14
Hirat,"9,307",438,"8,795",,,2021-04-14
Jawzjan,248,12,210,,,2021-04-14
Kabul,"17,412",786,"15,911",,,2021-04-14
Kandahar,"2,776",64,"2,544",,,2021-04-14
Kapisa,615,24,583,,,2021-04-14
Khost,669,77,588,,,2021-04-14
Kunar,732,41,662,,,2021-04-14
Kunduz,989,55,858,,,2021-04-14
Laghman,798,16,717,,,2021-04-14
Logar,719,33,663,,,2021-04-14
Nangarhar,"3,100",172,"2,575",,,2021-04-14
Nimroz,709,26,645,,,2021-04-14
Nooristan,168,2,130,,,2021-04-14
Paktika,322,15,294,,,2021-04-14
Paktya,"1,496",49,"1,415",,,2021-04-14
Panjsher,411,19,323,,,2021-04-14
Parwan,865,31,772,,,2021-04-14
Samangan,350,18,313,,,2021-04-14
Sar-e-Pul,235,6,228,,,2021-04-14
Takhar,"2,100",72,"1,992",,,2021-04-14
Urozgan,178,6,140,,,2021-04-14
Wardak,559,29,500,,,2021-04-14
Zabul,366,21,308,,,2021-04-14
Badakhshan,642,24,565,,,2021-04-13
Badghis,842,16,807,,,2021-04-13
Baghlan,"1,103",37,"1,005",,,2021-04-13
Balkh,"3,397",180,"3,041",,,2021-04-13
Bamyan,987,18,907,,,2021-04-13
Dykundi,937,20,917,,,2021-04-13
Farah,612,45,545,,,2021-04-13
Faryab,463,30,374,,,2021-04-13
Ghazni,900,76,778,,,2021-04-13
Ghor,669,17,564,,,2021-04-13
Helmand,461,37,358,,,2021-04-13
Hirat,"9,304",437,"8,795",,,2021-04-13
Jawzjan,248,12,210,,,2021-04-13
Kabul,"17,407",786,"15,911",,,2021-04-13
Kandahar,"2,773",64,"2,540",,,2021-04-13
Kapisa,615,24,583,,,2021-04-13
Khost,669,77,588,,,2021-04-13
Kunar,723,41,662,,,2021-04-13
Kunduz,989,55,858,,,2021-04-13
Laghman,796,16,717,,,2021-04-13
Logar,719,33,663,,,2021-04-13
Nangarhar,"3,100",172,"2,575",,,2021-04-13
Nimroz,708,26,645,,,2021-04-13
Nooristan,168,2,129,,,2021-04-13
Paktika,322,15,294,,,2021-04-13
Paktya,"1,496",49,"1,415",,,2021-04-13
Panjsher,411,19,323,,,2021-04-13
Parwan,865,31,772,,,2021-04-13
Samangan,350,18,313,,,2021-04-13
Sar-e-Pul,235,6,228,,,2021-04-13
Takhar,"2,099",72,"1,992",,,2021-04-13
Urozgan,178,6,140,,,2021-04-13
Wardak,557,29,500,,,2021-04-13
Zabul,366,21,308,,,2021-04-13
Badakhshan,642,24,565,,,2021-04-12
Badghis,842,16,807,,,2021-04-12
Baghlan,"1,103",37,"1,005",,,2021-04-12
Balkh,"3,389",180,"3,041",,,2021-04-12
Bamyan,987,18,907,,,2021-04-12
Dykundi,937,20,917,,,2021-04-12
Farah,612,45,545,,,2021-04-12
Faryab,463,30,374,,,2021-04-12
Ghazni,898,76,778,,,2021-04-12
Ghor,669,17,564,,,2021-04-12
Helmand,457,37,358,,,2021-04-12
Hirat,"9,294",436,"8,795",,,2021-04-12
Jawzjan,248,12,210,,,2021-04-12
Kabul,"17,392",787,"15,911",,,2021-04-12
Kandahar,"2,714",64,"2,537",,,2021-04-12
Kapisa,614,24,581,,,2021-04-12
Khost,669,77,588,,,2021-04-12
Kunar,723,40,662,,,2021-04-12
Kunduz,984,55,858,,,2021-04-12
Laghman,765,16,712,,,2021-04-12
Logar,715,33,663,,,2021-04-12
Nangarhar,"3,045",171,"2,574",,,2021-04-12
Nimroz,693,26,645,,,2021-04-12
Nooristan,168,2,129,,,2021-04-12
Paktika,322,15,294,,,2021-04-12
Paktya,"1,496",49,"1,415",,,2021-04-12
Panjsher,411,19,323,,,2021-04-12
Parwan,865,31,772,,,2021-04-12
Samangan,350,18,311,,,2021-04-12
Sar-e-Pul,235,6,228,,,2021-04-12
Takhar,"2,098",72,"1,992",,,2021-04-12
Urozgan,175,6,136,,,2021-04-12
Wardak,550,29,500,,,2021-04-12
Zabul,366,21,308,,,2021-04-12
Badakhshan,642,24,565,,,2021-04-09
Badghis,842,16,807,,,2021-04-09
Baghlan,"1,102",37,"1,005",,,2021-04-09
Balkh,"3,389",180,"3,041",,,2021-04-09
Bamyan,987,18,907,,,2021-04-09
Dykundi,937,20,917,,,2021-04-09
Farah,612,45,545,,,2021-04-09
Faryab,463,30,374,,,2021-04-09
Ghazni,898,75,778,,,2021-04-09
Ghor,669,17,564,,,2021-04-09
Helmand,454,37,358,,,2021-04-09
Hirat,"9,287",436,"8,795",,,2021-04-09
Jawzjan,248,12,210,,,2021-04-09
Kabul,"17,371",785,"15,911",,,2021-04-09
Kandahar,"2,709",64,"2,532",,,2021-04-09
Kapisa,614,24,581,,,2021-04-09
Khost,667,77,588,,,2021-04-09
Kunar,717,40,656,,,2021-04-09
Kunduz,983,54,858,,,2021-04-09
Laghman,761,16,710,,,2021-04-09
Logar,715,33,663,,,2021-04-09
Nangarhar,"3,010",166,"2,571",,,2021-04-09
Nimroz,691,26,645,,,2021-04-09
Nooristan,168,2,127,,,2021-04-09
Paktika,322,15,294,,,2021-04-09
Paktya,"1,496",49,"1,415",,,2021-04-09
Panjsher,411,19,321,,,2021-04-09
Parwan,865,31,772,,,2021-04-09
Samangan,350,18,311,,,2021-04-09
Sar-e-Pul,235,6,228,,,2021-04-09
Takhar,"2,098",72,"1,992",,,2021-04-09
Urozgan,175,6,136,,,2021-04-09
Wardak,550,29,500,,,2021-04-09
Zabul,364,21,308,,,2021-04-09
Badakhshan,642,24,565,,,2021-04-07
Badghis,842,16,807,,,2021-04-07
Baghlan,"1,102",37,"1,005",,,2021-04-07
Balkh,"3,388",180,"3,041",,,2021-04-07
Bamyan,987,18,907,,,2021-04-07
Dykundi,937,20,917,,,2021-04-07
Farah,612,45,545,,,2021-04-07
Faryab,463,30,374,,,2021-04-07
Ghazni,898,75,778,,,2021-04-07
Ghor,669,17,564,,,2021-04-07
Helmand,453,37,358,,,2021-04-07
Hirat,"9,281",436,"8,795",,,2021-04-07
Jawzjan,248,12,210,,,2021-04-07
Kabul,"17,344",784,"15,911",,,2021-04-07
Kandahar,"2,660",64,"2,526",,,2021-04-07
Kapisa,614,22,581,,,2021-04-07
Khost,667,77,588,,,2021-04-07
Kunar,712,40,656,,,2021-04-07
Kunduz,972,54,858,,,2021-04-07
Laghman,754,16,707,,,2021-04-07
Logar,713,33,663,,,2021-04-07
Nangarhar,"2,940",164,"2,569",,,2021-04-07
Nimroz,691,26,645,,,2021-04-07
Nooristan,168,2,126,,,2021-04-07
Paktika,322,15,294,,,2021-04-07
Paktya,"1,496",49,"1,415",,,2021-04-07
Panjsher,411,19,321,,,2021-04-07
Parwan,865,31,772,,,2021-04-07
Samangan,350,18,311,,,2021-04-07
Sar-e-Pul,235,6,228,,,2021-04-07
Takhar,"2,098",72,"1,992",,,2021-04-07
Urozgan,175,6,133,,,2021-04-07
Wardak,545,29,498,,,2021-04-07
Zabul,361,21,308,,,2021-04-07
Badakhshan,642,24,565,,,2021-04-06
Badghis,842,16,807,,,2021-04-06
Baghlan,"1,102",37,"1,005",,,2021-04-06
Balkh,"3,386",180,"3,041",,,2021-04-06
Bamyan,987,18,907,,,2021-04-06
Dykundi,937,20,917,,,2021-04-06
Farah,612,45,545,,,2021-04-06
Faryab,463,29,374,,,2021-04-06
Ghazni,898,75,778,,,2021-04-06
Ghor,669,17,564,,,2021-04-06
Helmand,453,37,358,,,2021-04-06
Hirat,"9,279",436,"8,795",,,2021-04-06
Jawzjan,248,12,210,,,2021-04-06
Kabul,"17,332",784,"15,911",,,2021-04-06
Kandahar,"2,644",64,"2,523",,,2021-04-06
Kapisa,611,22,580,,,2021-04-06
Khost,667,77,588,,,2021-04-06
Kunar,703,39,656,,,2021-04-06
Kunduz,971,54,858,,,2021-04-06
Laghman,754,16,707,,,2021-04-06
Logar,711,33,663,,,2021-04-06
Nangarhar,"2,926",162,"2,569",,,2021-04-06
Nimroz,690,26,645,,,2021-04-06
Nooristan,168,2,124,,,2021-04-06
Paktika,322,15,293,,,2021-04-06
Paktya,"1,496",49,"1,415",,,2021-04-06
Panjsher,411,19,320,,,2021-04-06
Parwan,865,31,772,,,2021-04-06
Samangan,350,18,311,,,2021-04-06
Sar-e-Pul,235,6,228,,,2021-04-06
Takhar,"2,098",72,"1,992",,,2021-04-06
Urozgan,175,6,133,,,2021-04-06
Wardak,543,29,498,,,2021-04-06
Zabul,361,21,308,,,2021-04-06
Badakhshan,642,24,565,,,2021-04-05
Badghis,842,16,807,,,2021-04-05
Baghlan,"1,102",37,"1,005",,,2021-04-05
Balkh,"3,384",180,"3,041",,,2021-04-05
Bamyan,987,18,907,,,2021-04-05
Dykundi,937,20,917,,,2021-04-05
Farah,612,45,545,,,2021-04-05
Faryab,463,29,374,,,2021-04-05
Ghazni,895,75,778,,,2021-04-05
Ghor,669,17,564,,,2021-04-05
Helmand,448,37,358,,,2021-04-05
Hirat,"9,272",436,"8,795",,,2021-04-05
Jawzjan,248,12,210,,,2021-04-05
Kabul,"17,321",783,"15,911",,,2021-04-05
Kandahar,"2,642",64,"2,523",,,2021-04-05
Kapisa,611,22,580,,,2021-04-05
Khost,667,77,588,,,2021-04-05
Kunar,702,39,656,,,2021-04-05
Kunduz,971,54,858,,,2021-04-05
Laghman,734,16,707,,,2021-04-05
Logar,711,33,663,,,2021-04-05
Nangarhar,"2,909",164,"2,565",,,2021-04-05
Nimroz,685,26,645,,,2021-04-05
Nooristan,168,2,123,,,2021-04-05
Paktika,322,15,293,,,2021-04-05
Paktya,"1,491",49,"1,415",,,2021-04-05
Panjsher,411,19,320,,,2021-04-05
Parwan,865,31,772,,,2021-04-05
Samangan,350,18,311,,,2021-04-05
Sar-e-Pul,235,6,228,,,2021-04-05
Takhar,"2,098",72,"1,992",,,2021-04-05
Urozgan,175,6,133,,,2021-04-05
Wardak,533,28,478,,,2021-04-05
Zabul,361,21,308,,,2021-04-05
Badakhshan,642,24,565,,,2021-04-01
Badghis,842,16,807,,,2021-04-01
Baghlan,"1,100",37,"1,005",,,2021-04-01
Balkh,"3,384",180,"3,041",,,2021-04-01
Bamyan,987,17,907,,,2021-04-01
Dykundi,937,20,917,,,2021-04-01
Farah,612,43,545,,,2021-04-01
Faryab,463,29,374,,,2021-04-01
Ghazni,893,75,778,,,2021-04-01
Ghor,669,17,564,,,2021-04-01
Helmand,444,37,358,,,2021-04-01
Hirat,"9,246",436,"8,795",,,2021-04-01
Jawzjan,248,12,210,,,2021-04-01
Kabul,"17,302",778,"15,911",,,2021-04-01
Kandahar,"2,624",64,"2,517",,,2021-04-01
Kapisa,611,20,555,,,2021-04-01
Khost,667,77,588,,,2021-04-01
Kunar,695,38,647,,,2021-04-01
Kunduz,968,53,858,,,2021-04-01
Laghman,721,16,670,,,2021-04-01
Logar,710,33,663,,,2021-04-01
Nangarhar,"2,842",160,"2,545",,,2021-04-01
Nimroz,684,26,645,,,2021-04-01
Nooristan,168,2,121,,,2021-04-01
Paktika,322,15,293,,,2021-04-01
Paktya,"1,491",49,"1,415",,,2021-04-01
Panjsher,411,19,318,,,2021-04-01
Parwan,865,31,772,,,2021-04-01
Samangan,350,18,311,,,2021-04-01
Sar-e-Pul,235,6,228,,,2021-04-01
Takhar,"2,098",72,"1,992",,,2021-04-01
Urozgan,175,6,133,,,2021-04-01
Wardak,533,28,476,,,2021-04-01
Zabul,361,21,308,,,2021-04-01
Badakhshan,642,24,565,,,2021-03-31
Badghis,842,14,687,,,2021-03-31
Baghlan,"1,099",37,"1,005",,,2021-03-31
Balkh,"3,384",180,"3,041",,,2021-03-31
Bamyan,987,17,907,,,2021-03-31
Dykundi,937,20,917,,,2021-03-31
Farah,612,42,545,,,2021-03-31
Faryab,463,29,374,,,2021-03-31
Ghazni,893,75,775,,,2021-03-31
Ghor,669,17,564,,,2021-03-31
Helmand,442,37,355,,,2021-03-31
Hirat,"9,233",436,"8,790",,,2021-03-31
Jawzjan,248,12,210,,,2021-03-31
Kabul,"17,294",778,"15,911",,,2021-03-31
Kandahar,"2,611",64,"2,511",,,2021-03-31
Kapisa,611,20,555,,,2021-03-31
Khost,667,77,588,,,2021-03-31
Kunar,689,38,647,,,2021-03-31
Kunduz,964,52,858,,,2021-03-31
Laghman,707,15,572,,,2021-03-31
Logar,706,31,663,,,2021-03-31
Nangarhar,"2,797",160,"2,470",,,2021-03-31
Nimroz,681,26,640,,,2021-03-31
Nooristan,163,1,114,,,2021-03-31
Paktika,322,15,291,,,2021-03-31
Paktya,"1,491",49,"1,415",,,2021-03-31
Panjsher,411,19,318,,,2021-03-31
Parwan,863,31,771,,,2021-03-31
Samangan,350,18,311,,,2021-03-31
Sar-e-Pul,235,6,228,,,2021-03-31
Takhar,"2,097",68,"1,992",,,2021-03-31
Urozgan,174,6,133,,,2021-03-31
Wardak,533,28,476,,,2021-03-31
Zabul,361,21,308,,,2021-03-31
Badakhshan,642,24,565,,,2021-03-30
Badghis,842,14,687,,,2021-03-30
Baghlan,"1,099",37,"1,005",,,2021-03-30
Balkh,"3,384",180,"3,041",,,2021-03-30
Bamyan,987,17,907,,,2021-03-30
Dykundi,937,20,917,,,2021-03-30
Farah,612,42,545,,,2021-03-30
Faryab,463,29,374,,,2021-03-30
Ghazni,893,75,775,,,2021-03-30
Ghor,669,17,564,,,2021-03-30
Helmand,442,37,355,,,2021-03-30
Hirat,"9,233",436,"8,790",,,2021-03-30
Jawzjan,248,12,210,,,2021-03-30
Kabul,"17,294",778,"15,911",,,2021-03-30
Kandahar,"2,611",64,"2,511",,,2021-03-30
Kapisa,611,20,555,,,2021-03-30
Khost,667,77,588,,,2021-03-30
Kunar,689,38,647,,,2021-03-30
Kunduz,964,52,858,,,2021-03-30
Laghman,707,15,572,,,2021-03-30
Logar,706,31,663,,,2021-03-30
Nangarhar,"2,797",160,"2,470",,,2021-03-30
Nimroz,681,26,640,,,2021-03-30
Nooristan,163,1,114,,,2021-03-30
Paktika,322,15,291,,,2021-03-30
Paktya,"1,491",49,"1,415",,,2021-03-30
Panjsher,411,19,318,,,2021-03-30
Parwan,863,31,771,,,2021-03-30
Samangan,350,18,311,,,2021-03-30
Sar-e-Pul,235,6,228,,,2021-03-30
Takhar,"2,097",68,"1,992",,,2021-03-30
Urozgan,174,6,133,,,2021-03-30
Wardak,533,28,476,,,2021-03-30
Zabul,361,21,308,,,2021-03-30
Badakhshan,642,24,565,,,2021-03-29
Badghis,839,14,687,,,2021-03-29
Baghlan,"1,099",37,"1,005",,,2021-03-29
Balkh,"3,384",180,"2,941",,,2021-03-29
Bamyan,987,16,807,,,2021-03-29
Dykundi,937,20,917,,,2021-03-29
Farah,612,40,430,,,2021-03-29
Faryab,463,29,374,,,2021-03-29
Ghazni,893,75,775,,,2021-03-29
Ghor,669,17,564,,,2021-03-29
Helmand,439,37,351,,,2021-03-29
Hirat,"9,226",436,"8,790",,,2021-03-29
Jawzjan,248,12,210,,,2021-03-29
Kabul,"17,290",776,"15,911",,,2021-03-29
Kandahar,"2,607",62,"2,509",,,2021-03-29
Kapisa,611,20,555,,,2021-03-29
Khost,667,77,588,,,2021-03-29
Kunar,688,38,647,,,2021-03-29
Kunduz,964,52,858,,,2021-03-29
Laghman,704,15,472,,,2021-03-29
Logar,705,31,663,,,2021-03-29
Nangarhar,"2,762",159,"2,167",,,2021-03-29
Nimroz,681,26,640,,,2021-03-29
Nooristan,162,1,111,,,2021-03-29
Paktika,322,15,291,,,2021-03-29
Paktya,"1,491",49,"1,415",,,2021-03-29
Panjsher,410,19,318,,,2021-03-29
Parwan,863,31,771,,,2021-03-29
Samangan,350,18,311,,,2021-03-29
Sar-e-Pul,235,6,228,,,2021-03-29
Takhar,"2,097",68,"1,912",,,2021-03-29
Urozgan,174,6,133,,,2021-03-29
Wardak,532,28,476,,,2021-03-29
Zabul,361,21,308,,,2021-03-29
Badakhshan,642,24,565,,,2021-03-26
Badghis,839,14,687,,,2021-03-26
Baghlan,"1,099",37,824,,,2021-03-26
Balkh,"3,382",180,"2,941",,,2021-03-26
Bamyan,987,16,807,,,2021-03-26
Dykundi,937,20,917,,,2021-03-26
Farah,612,39,430,,,2021-03-26
Faryab,463,29,374,,,2021-03-26
Ghazni,893,75,775,,,2021-03-26
Ghor,669,17,564,,,2021-03-26
Helmand,438,37,351,,,2021-03-26
Hirat,"9,225",436,"8,790",,,2021-03-26
Jawzjan,248,12,210,,,2021-03-26
Kabul,"17,280",775,"15,911",,,2021-03-26
Kandahar,"2,586",62,"2,503",,,2021-03-26
Kapisa,610,18,381,,,2021-03-26
Khost,667,77,588,,,2021-03-26
Kunar,683,37,638,,,2021-03-26
Kunduz,962,52,858,,,2021-03-26
Laghman,702,15,422,,,2021-03-26
Logar,705,30,567,,,2021-03-26
Nangarhar,"2,724",159,"2,165",,,2021-03-26
Nimroz,681,26,640,,,2021-03-26
Nooristan,162,1,108,,,2021-03-26
Paktika,322,15,291,,,2021-03-26
Paktya,"1,491",49,"1,415",,,2021-03-26
Panjsher,409,19,318,,,2021-03-26
Parwan,863,30,720,,,2021-03-26
Samangan,350,18,311,,,2021-03-26
Sar-e-Pul,235,6,228,,,2021-03-26
Takhar,"2,097",68,"1,812",,,2021-03-26
Urozgan,174,6,133,,,2021-03-26
Wardak,531,28,476,,,2021-03-26
Zabul,361,21,308,,,2021-03-26
Badakhshan,641,24,565,,,2021-03-25
Badghis,839,14,687,,,2021-03-25
Baghlan,"1,098",37,824,,,2021-03-25
Balkh,"3,382",180,"2,941",,,2021-03-25
Bamyan,987,16,807,,,2021-03-25
Dykundi,937,20,917,,,2021-03-25
Farah,612,39,430,,,2021-03-25
Faryab,463,29,374,,,2021-03-25
Ghazni,893,75,775,,,2021-03-25
Ghor,669,17,564,,,2021-03-25
Helmand,436,37,346,,,2021-03-25
Hirat,"9,224",436,"8,790",,,2021-03-25
Jawzjan,248,12,210,,,2021-03-25
Kabul,"17,276",774,"15,911",,,2021-03-25
Kandahar,"2,584",62,"2,503",,,2021-03-25
Kapisa,610,18,381,,,2021-03-25
Khost,667,77,588,,,2021-03-25
Kunar,683,37,638,,,2021-03-25
Kunduz,961,52,858,,,2021-03-25
Laghman,701,15,422,,,2021-03-25
Logar,705,30,567,,,2021-03-25
Nangarhar,"2,710",158,"2,115",,,2021-03-25
Nimroz,681,26,640,,,2021-03-25
Nooristan,162,1,106,,,2021-03-25
Paktika,322,15,291,,,2021-03-25
Paktya,"1,491",49,"1,415",,,2021-03-25
Panjsher,409,19,318,,,2021-03-25
Parwan,863,30,720,,,2021-03-25
Samangan,350,18,311,,,2021-03-25
Sar-e-Pul,235,6,228,,,2021-03-25
Takhar,"2,094",68,"1,812",,,2021-03-25
Urozgan,173,6,133,,,2021-03-25
Wardak,530,28,476,,,2021-03-25
Zabul,361,21,308,,,2021-03-25
Badakhshan,641,24,565,,,2021-03-24
Badghis,839,14,687,,,2021-03-24
Baghlan,"1,097",37,824,,,2021-03-24
Balkh,"3,380",180,"2,941",,,2021-03-24
Bamyan,987,16,807,,,2021-03-24
Dykundi,937,20,917,,,2021-03-24
Farah,612,39,430,,,2021-03-24
Faryab,463,29,374,,,2021-03-24
Ghazni,893,75,775,,,2021-03-24
Ghor,669,17,564,,,2021-03-24
Helmand,436,37,346,,,2021-03-24
Hirat,"9,223",436,"8,774",,,2021-03-24
Jawzjan,248,12,210,,,2021-03-24
Kabul,"17,275",774,"15,911",,,2021-03-24
Kandahar,"2,577",62,"2,502",,,2021-03-24
Kapisa,610,18,381,,,2021-03-24
Khost,667,77,588,,,2021-03-24
Kunar,683,37,638,,,2021-03-24
Kunduz,961,52,858,,,2021-03-24
Laghman,700,15,322,,,2021-03-24
Logar,703,30,567,,,2021-03-24
Nangarhar,"2,700",158,"2,115",,,2021-03-24
Nimroz,681,26,640,,,2021-03-24
Nooristan,162,1,105,,,2021-03-24
Paktika,321,15,291,,,2021-03-24
Paktya,"1,491",49,"1,415",,,2021-03-24
Panjsher,409,19,318,,,2021-03-24
Parwan,863,30,703,,,2021-03-24
Samangan,350,18,311,,,2021-03-24
Sar-e-Pul,235,6,228,,,2021-03-24
Takhar,"2,094",68,"1,812",,,2021-03-24
Urozgan,173,6,133,,,2021-03-24
Wardak,529,28,476,,,2021-03-24
Zabul,361,21,308,,,2021-03-24
Badakhshan,636,24,565,,,2021-03-23
Badghis,839,14,687,,,2021-03-23
Baghlan,"1,097",37,824,,,2021-03-23
Balkh,"3,380",180,"2,928",,,2021-03-23
Bamyan,987,16,807,,,2021-03-23
Dykundi,937,20,917,,,2021-03-23
Farah,612,39,430,,,2021-03-23
Faryab,463,29,374,,,2021-03-23
Ghazni,893,75,775,,,2021-03-23
Ghor,669,17,564,,,2021-03-23
Helmand,436,37,346,,,2021-03-23
Hirat,"9,219",436,"8,774",,,2021-03-23
Jawzjan,248,12,210,,,2021-03-23
Kabul,"17,275",774,"15,911",,,2021-03-23
Kandahar,"2,577",62,"2,496",,,2021-03-23
Kapisa,610,18,381,,,2021-03-23
Khost,665,77,588,,,2021-03-23
Kunar,682,36,628,,,2021-03-23
Kunduz,951,52,858,,,2021-03-23
Laghman,700,15,301,,,2021-03-23
Logar,703,30,567,,,2021-03-23
Nangarhar,"2,690",157,"2,115",,,2021-03-23
Nimroz,681,26,640,,,2021-03-23
Nooristan,161,1,105,,,2021-03-23
Paktika,321,15,291,,,2021-03-23
Paktya,"1,486",49,"1,410",,,2021-03-23
Panjsher,408,19,318,,,2021-03-23
Parwan,863,30,703,,,2021-03-23
Samangan,350,18,311,,,2021-03-23
Sar-e-Pul,235,6,228,,,2021-03-23
Takhar,"2,092",68,"1,812",,,2021-03-23
Urozgan,171,6,133,,,2021-03-23
Wardak,529,28,472,,,2021-03-23
Zabul,361,21,308,,,2021-03-23
Badakhshan,636,24,565,,,2021-03-22
